Kingdom,Genome ID
Bacteria,GCF_014905905.1
Bacteria,GCF_019134795.1
Bacteria,GCF_019469505.1
Bacteria,GCF_019469525.1
Bacteria,GCF_019469545.1
Bacteria,GCF_021560575.1
Bacteria,GCF_002202015.1
Bacteria,GCF_000742815.1
Bacteria,GCF_016454285.1
Bacteria,GCF_022846635.1
Bacteria,GCF_900637915.1
Bacteria,GCF_002158845.1
Bacteria,GCF_003052025.1
Bacteria,GCF_003052045.1
Bacteria,GCF_002355855.1
Bacteria,GCF_000740275.1
Bacteria,GCF_015624465.1
Bacteria,GCF_024181165.1
Bacteria,GCF_015689175.1
Bacteria,GCF_001484605.1
Bacteria,GCF_002288285.1
Bacteria,GCF_018889915.1
Bacteria,GCF_001484065.1
Bacteria,GCF_011040435.1
Bacteria,GCF_018324205.1
Bacteria,GCF_000008805.1
Bacteria,GCF_000009105.1
Bacteria,GCF_000021565.1
Bacteria,GCF_900636625.1
Bacteria,GCF_011455495.1
Bacteria,GCF_002860045.1
Bacteria,GCF_003991115.1
Bacteria,GCF_011386965.1
Bacteria,GCF_900078695.1
Bacteria,GCF_002393505.1
Bacteria,GCF_013702185.1
Bacteria,GCF_020271745.1
Bacteria,GCF_915401705.1
Bacteria,GCF_915401715.1
Bacteria,GCF_915401735.1
Bacteria,GCF_915401745.1
Bacteria,GCF_915401765.1
Bacteria,GCF_915402005.1
Bacteria,GCF_915402015.1
Bacteria,GCF_915403165.1
Bacteria,GCF_010728155.1
Bacteria,GCF_000832145.1
Bacteria,GCF_000019625.1
Bacteria,GCF_009938115.1
Bacteria,GCF_009363115.1
Bacteria,GCF_001314305.1
Bacteria,GCF_002951995.1
Bacteria,GCF_014076435.1
Bacteria,GCF_014109845.1
Bacteria,GCF_014211895.1
Bacteria,GCF_014397415.1
Bacteria,GCF_022965715.1
Bacteria,GCF_022965735.1
Bacteria,GCF_001543245.1
Bacteria,GCF_002905685.2
Bacteria,GCF_022557255.1
Bacteria,GCF_001618685.1
Bacteria,GCF_011405175.1
Bacteria,GCF_012295505.1
Bacteria,GCF_000940825.1
Bacteria,GCF_001021915.1
Bacteria,GCF_001042735.1
Bacteria,GCF_001042745.1
Bacteria,GCF_001042775.1
Bacteria,GCF_001042795.1
Bacteria,GCF_001042815.1
Bacteria,GCF_001042835.1
Bacteria,GCF_001042855.1
Bacteria,GCF_001042875.1
Bacteria,GCF_008370835.2
Bacteria,GCF_009660205.1
Bacteria,GCF_020084945.1
Bacteria,GCF_021729945.1
Bacteria,GCF_022406815.1
Bacteria,GCF_022751255.1
Bacteria,GCF_000400635.2
Bacteria,GCF_021654795.1
Bacteria,GCF_945605565.1
Bacteria,GCF_019380255.1
Bacteria,GCF_008704395.1
Bacteria,GCF_022760195.1
Bacteria,GCF_024218735.1
Bacteria,GCF_024223055.1
Bacteria,GCF_904830925.1
Bacteria,GCF_003255895.1
Bacteria,GCF_900638065.1
Bacteria,GCF_010728525.1
Bacteria,GCF_019456695.1
Bacteria,GCF_019047805.1
Bacteria,GCF_020097495.1
Bacteria,GCF_008124445.1
Bacteria,GCF_000287355.1
Bacteria,GCF_009884295.1
Bacteria,GCF_003330745.1
Bacteria,GCF_000961515.1
Bacteria,GCF_024072595.1
Bacteria,GCF_024072715.1
Bacteria,GCF_024123895.1
Bacteria,GCF_022370755.1
Bacteria,GCF_000237145.1
Bacteria,GCF_900119315.1
Bacteria,GCF_002205515.1
Bacteria,GCF_002205535.1
Bacteria,GCF_002205595.1
Bacteria,GCF_002205735.1
Bacteria,GCF_006716515.1
Bacteria,GCF_021460135.1
Bacteria,GCF_021903375.1
Bacteria,GCF_017301655.1
Bacteria,GCF_017301675.1
Bacteria,GCF_017301695.1
Bacteria,GCF_017301715.1
Bacteria,GCF_017301855.1
Bacteria,GCF_022701115.1
Bacteria,GCF_022701135.1
Bacteria,GCF_000827065.1
Bacteria,GCF_001465815.1
Bacteria,GCF_001541905.1
Bacteria,GCF_001660525.1
Bacteria,GCF_001697265.1
Bacteria,GCF_001703495.1
Bacteria,GCF_002173615.1
Bacteria,GCF_002173695.1
Bacteria,GCF_002173715.1
Bacteria,GCF_002201955.1
Bacteria,GCF_002201995.1
Bacteria,GCF_002202035.1
Bacteria,GCF_003665195.1
Bacteria,GCF_003665215.1
Bacteria,GCF_003665235.1
Bacteria,GCF_003665255.1
Bacteria,GCF_003665275.1
Bacteria,GCF_003665295.1
Bacteria,GCF_003665315.1
Bacteria,GCF_003665335.1
Bacteria,GCF_003665355.1
Bacteria,GCF_003665395.1
Bacteria,GCF_004328925.1
Bacteria,GCF_006741845.1
Bacteria,GCF_012648205.1
Bacteria,GCF_012648345.1
Bacteria,GCF_014298115.1
Bacteria,GCF_014961985.1
Bacteria,GCF_018454405.1
Bacteria,GCF_018986855.1
Bacteria,GCF_024507835.1
Bacteria,GCF_024585045.1
Bacteria,GCF_002949635.1
Bacteria,GCF_900683635.1
Bacteria,GCF_003097575.1
Bacteria,GCF_024398575.1
Bacteria,GCF_024584785.1
Bacteria,GCF_003967075.1
Bacteria,GCF_003640545.1
Bacteria,GCF_022058185.1
Bacteria,GCF_009301415.1
Bacteria,GCF_004551615.1
Bacteria,GCF_001021045.1
Bacteria,GCF_004684265.1
Bacteria,GCF_900638135.1
Bacteria,GCF_001308145.2
Bacteria,GCF_001932695.1
Bacteria,GCF_001951075.2
Bacteria,GCF_001951095.1
Bacteria,GCF_002243305.1
Bacteria,GCF_003010455.1
Bacteria,GCF_003076495.1
Bacteria,GCF_004103655.1
Bacteria,GCF_006517775.1
Bacteria,GCF_014081885.1
Bacteria,GCF_021513015.1
Bacteria,GCF_022751235.1
Bacteria,GCF_023008225.1
Bacteria,GCF_000010725.1
Bacteria,GCF_020735385.1
Bacteria,GCF_000821185.2
Bacteria,GCF_008370165.1
Bacteria,GCF_009831665.3
Bacteria,GCF_020510525.1
Bacteria,GCF_000010045.1
Bacteria,GCF_009363215.3
Bacteria,GCF_013348005.1
Bacteria,GCF_017909455.1
Bacteria,GCF_018350285.1
Bacteria,GCF_000011165.1
Bacteria,GCF_017893945.1
Bacteria,GCF_017893965.1
Bacteria,GCF_017893985.1
Bacteria,GCF_003096095.1
Bacteria,GCF_004087915.1
Bacteria,GCF_022374895.1
Bacteria,GCF_002162375.1
Bacteria,GCF_001620335.1
Bacteria,GCF_003343225.1
Bacteria,GCF_003343245.1
Bacteria,GCF_003383595.3
Bacteria,GCF_004216495.1
Bacteria,GCF_003332325.1
Bacteria,GCF_001535315.2
Bacteria,GCF_002741905.1
Bacteria,GCF_003031855.1
Bacteria,GCF_003031875.1
Bacteria,GCF_003710185.1
Bacteria,GCF_022162985.1
Bacteria,GCF_003019715.1
Bacteria,GCF_003732505.1
Bacteria,GCF_003732525.1
Bacteria,GCF_004006635.1
Bacteria,GCF_019603355.1
Bacteria,GCF_022179545.1
Bacteria,GCF_002850375.1
Bacteria,GCF_023277465.1
Bacteria,GCF_000875675.1
Bacteria,GCF_001465855.1
Bacteria,GCF_014770185.1
Bacteria,GCF_014770315.1
Bacteria,GCF_010731295.1
Bacteria,GCF_016919325.1
Bacteria,GCF_003966365.1
Bacteria,GCF_001586215.1
Bacteria,GCF_001586235.1
Bacteria,GCF_000015645.1
Bacteria,GCF_003290325.1
Bacteria,GCF_003491185.1
Bacteria,GCF_003491205.1
Bacteria,GCF_003491385.1
Bacteria,GCF_003491405.1
Bacteria,GCF_003491425.1
Bacteria,GCF_014673495.1
Bacteria,GCF_001660045.1
Bacteria,GCF_016615645.1
Bacteria,GCF_002003265.1
Bacteria,GCF_002951875.1
Bacteria,GCF_002951915.1
Bacteria,GCF_002951935.1
Bacteria,GCF_011220525.1
Bacteria,GCF_002073635.2
Bacteria,GCF_002749495.1
Bacteria,GCF_003612915.1
Bacteria,GCF_008693865.1
Bacteria,GCF_011058695.1
Bacteria,GCF_011058715.1
Bacteria,GCF_011058735.1
Bacteria,GCF_011058755.1
Bacteria,GCF_011058775.1
Bacteria,GCF_011058795.1
Bacteria,GCF_001314945.1
Bacteria,GCF_019575995.1
Bacteria,GCF_019576055.1
Bacteria,GCF_018604625.1
Bacteria,GCF_018604665.1
Bacteria,GCF_018604685.1
Bacteria,GCF_018604745.1
Bacteria,GCF_900636885.1
Bacteria,GCF_002209205.2
Bacteria,GCF_004768645.1
Bacteria,GCF_016454325.1
Bacteria,GCF_003324835.1
Bacteria,GCF_003324855.1
Bacteria,GCF_004328765.1
Bacteria,GCF_003994575.1
Bacteria,GCF_014524585.1
Bacteria,GCF_014524605.1
Bacteria,GCF_016452025.1
Bacteria,GCF_024266345.1
Bacteria,GCF_002234775.1
Bacteria,GCF_007833775.1
Bacteria,GCF_000612325.1
Bacteria,GCF_000750215.1
Bacteria,GCF_000750255.1
Bacteria,GCF_000750295.1
Bacteria,GCF_000750335.1
Bacteria,GCF_000750375.1
Bacteria,GCF_000750395.2
Bacteria,GCF_000750415.2
Bacteria,GCF_000750435.1
Bacteria,GCF_000750455.1
Bacteria,GCF_000750475.1
Bacteria,GCF_000750495.1
Bacteria,GCF_000754375.1
Bacteria,GCF_001185215.1
Bacteria,GCF_001185245.1
Bacteria,GCF_001305235.1
Bacteria,GCF_001484025.1
Bacteria,GCF_001647045.1
Bacteria,GCF_001713515.2
Bacteria,GCF_001972545.2
Bacteria,GCF_001972625.2
Bacteria,GCF_001973275.2
Bacteria,GCF_001973785.2
Bacteria,GCF_002128365.1
Bacteria,GCF_002128385.1
Bacteria,GCF_002220345.1
Bacteria,GCF_002760915.1
Bacteria,GCF_002760935.1
Bacteria,GCF_002760955.1
Bacteria,GCF_002760975.1
Bacteria,GCF_002760995.1
Bacteria,GCF_002761015.1
Bacteria,GCF_002761035.1
Bacteria,GCF_002761055.1
Bacteria,GCF_002761075.1
Bacteria,GCF_002761095.1
Bacteria,GCF_002761115.1
Bacteria,GCF_002761135.1
Bacteria,GCF_002761155.1
Bacteria,GCF_002763415.1
Bacteria,GCF_002813975.1
Bacteria,GCF_002813995.1
Bacteria,GCF_002982095.1
Bacteria,GCF_003031995.1
Bacteria,GCF_003032035.1
Bacteria,GCF_003184325.1
Bacteria,GCF_003312565.1
Bacteria,GCF_003429365.1
Bacteria,GCF_003691385.1
Bacteria,GCF_003710165.1
Bacteria,GCF_005889955.1
Bacteria,GCF_005889975.1
Bacteria,GCF_006517015.1
Bacteria,GCF_006517055.1
Bacteria,GCF_008313815.1
Bacteria,GCF_009664795.1
Bacteria,GCF_009664895.1
Bacteria,GCF_009884355.1
Bacteria,GCF_012049805.1
Bacteria,GCF_012050205.1
Bacteria,GCF_012050385.1
Bacteria,GCF_012050525.1
Bacteria,GCF_012050745.1
Bacteria,GCF_012050905.1
Bacteria,GCF_015074885.1
Bacteria,GCF_015240635.1
Bacteria,GCF_015240855.1
Bacteria,GCF_015240995.1
Bacteria,GCF_015241115.1
Bacteria,GCF_020410865.1
Bacteria,GCF_020714645.1
Bacteria,GCF_020714725.1
Bacteria,GCF_020714745.1
Bacteria,GCF_020714765.1
Bacteria,GCF_020714785.1
Bacteria,GCF_020714805.1
Bacteria,GCF_020714845.1
Bacteria,GCF_020714865.1
Bacteria,GCF_020714905.1
Bacteria,GCF_020714925.1
Bacteria,GCF_020715045.1
Bacteria,GCF_020715165.1
Bacteria,GCF_020715225.1
Bacteria,GCF_020715265.1
Bacteria,GCF_020715285.1
Bacteria,GCF_020715305.1
Bacteria,GCF_020715325.1
Bacteria,GCF_020715385.1
Bacteria,GCF_020715405.1
Bacteria,GCF_020715425.1
Bacteria,GCF_020715465.1
Bacteria,GCF_020715505.1
Bacteria,GCF_020715525.1
Bacteria,GCF_020715545.1
Bacteria,GCF_020716645.1
Bacteria,GCF_024137945.1
Bacteria,GCF_024266125.1
Bacteria,GCF_024266525.1
Bacteria,GCF_012848175.1
Bacteria,GCF_014217625.1
Bacteria,GCF_900635745.1
Bacteria,GCF_901472495.1
Bacteria,GCF_004368055.1
Bacteria,GCF_900637005.1
Bacteria,GCF_016725165.1
Bacteria,GCF_900475065.1
Bacteria,GCF_900475675.1
Bacteria,GCF_900635935.1
Bacteria,GCF_901543605.1
Bacteria,GCF_003855395.1
Bacteria,GCF_000024825.1
Bacteria,GCF_008808095.1
Bacteria,GCF_024397795.1
Bacteria,GCF_008271425.1
Bacteria,GCF_023547405.1
Bacteria,GCF_019645835.1
Bacteria,GCF_021903335.1
Bacteria,GCF_003667825.1
Bacteria,GCF_018195715.2
Bacteria,GCF_001455325.1
Bacteria,GCF_002310795.1
Bacteria,GCF_001922025.1
Bacteria,GCF_014879295.1
Bacteria,GCF_014905035.1
Bacteria,GCF_016127755.1
Bacteria,GCF_016458785.1
Bacteria,GCF_020843905.1
Bacteria,GCF_020843925.1
Bacteria,GCF_020843985.1
Bacteria,GCF_003813045.1
Bacteria,GCF_016889205.1
Bacteria,GCF_019930785.1
Bacteria,GCF_020736245.1
Bacteria,GCF_002504265.1
Bacteria,GCF_016939435.1
Bacteria,GCF_022871045.1
Bacteria,GCF_014054725.1
Bacteria,GCF_001787335.1
Bacteria,GCF_001787355.1
Bacteria,GCF_023559125.1
Bacteria,GCF_013046825.1
Bacteria,GCF_002101335.1
Bacteria,GCF_018069625.1
Bacteria,GCF_016605985.1
Bacteria,GCF_018739605.1
Bacteria,GCF_018741125.1
Bacteria,GCF_018741525.1
Bacteria,GCF_018741545.1
Bacteria,GCF_018741625.1
Bacteria,GCF_018779945.3
Bacteria,GCF_022170805.1
Bacteria,GCF_002764055.1
Bacteria,GCF_019552005.1
Bacteria,GCF_000732965.1
Bacteria,GCF_001761545.1
Bacteria,GCF_002310295.2
Bacteria,GCF_002310375.3
Bacteria,GCF_002310455.2
Bacteria,GCF_003856435.1
Bacteria,GCF_019356235.1
Bacteria,GCF_000698805.1
Bacteria,GCF_018406445.1
Bacteria,GCF_000014865.1
Bacteria,GCF_016728505.1
Bacteria,GCF_021172025.1
Bacteria,GCF_000739455.1
Bacteria,GCF_900187215.1
Bacteria,GCF_017579825.1
Bacteria,GCF_014931175.1
Bacteria,GCF_007990385.1
Bacteria,GCF_007990405.1
Bacteria,GCF_007990445.1
Bacteria,GCF_007990545.2
Bacteria,GCF_007990525.1
Bacteria,GCF_008327825.1
Bacteria,GCF_007990505.1
Bacteria,GCF_002157205.1
Bacteria,GCF_000800255.1
Bacteria,GCF_002021815.1
Bacteria,GCF_003410295.1
Bacteria,GCF_000759535.1
Bacteria,GCF_000190435.1
Bacteria,GCF_000236685.1
Bacteria,GCF_001742225.1
Bacteria,GCF_013201545.1
Bacteria,GCF_000757825.1
Bacteria,GCF_000758305.1
Bacteria,GCF_000758325.1
Bacteria,GCF_002393445.1
Bacteria,GCF_900635955.1
Bacteria,GCF_001022015.1
Bacteria,GCF_001022055.1
Bacteria,GCF_001022075.1
Bacteria,GCF_001022255.1
Bacteria,GCF_001874505.1
Bacteria,GCF_002237465.1
Bacteria,GCF_003051945.2
Bacteria,GCF_003073995.1
Bacteria,GCF_003186415.1
Bacteria,GCF_003186565.1
Bacteria,GCF_003264955.1
Bacteria,GCF_003288475.1
Bacteria,GCF_003408555.1
Bacteria,GCF_003408575.1
Bacteria,GCF_003408595.1
Bacteria,GCF_003428425.1
Bacteria,GCF_003444755.1
Bacteria,GCF_003660125.1
Bacteria,GCF_003965345.2
Bacteria,GCF_004118875.1
Bacteria,GCF_005217135.2
Bacteria,GCF_005217155.2
Bacteria,GCF_008123985.1
Bacteria,GCF_008124025.1
Bacteria,GCF_008505035.1
Bacteria,GCF_008693905.1
Bacteria,GCF_008931325.1
Bacteria,GCF_008931405.1
Bacteria,GCF_008931525.1
Bacteria,GCF_008931585.1
Bacteria,GCF_008931645.1
Bacteria,GCF_008931785.1
Bacteria,GCF_009497055.1
Bacteria,GCF_009728975.1
Bacteria,GCF_009738085.1
Bacteria,GCF_009905155.1
Bacteria,GCF_009930835.1
Bacteria,GCF_009930935.1
Bacteria,GCF_011044215.1
Bacteria,GCF_011045335.1
Bacteria,GCF_011045355.1
Bacteria,GCF_012562255.1
Bacteria,GCF_012975085.1
Bacteria,GCF_013046845.1
Bacteria,GCF_013624605.1
Bacteria,GCF_013624995.1
Bacteria,GCF_013625115.1
Bacteria,GCF_013625265.1
Bacteria,GCF_013625435.1
Bacteria,GCF_013625575.1
Bacteria,GCF_013625795.1
Bacteria,GCF_013629235.1
Bacteria,GCF_013629455.1
Bacteria,GCF_013629675.1
Bacteria,GCF_013635255.1
Bacteria,GCF_013635495.1
Bacteria,GCF_013726395.1
Bacteria,GCF_013731155.1
Bacteria,GCF_013734275.1
Bacteria,GCF_013734915.1
Bacteria,GCF_013738375.1
Bacteria,GCF_013739595.1
Bacteria,GCF_013740655.1
Bacteria,GCF_013742375.1
Bacteria,GCF_013743295.1
Bacteria,GCF_013743755.1
Bacteria,GCF_013743935.1
Bacteria,GCF_013744415.1
Bacteria,GCF_013747035.1
Bacteria,GCF_013873515.1
Bacteria,GCF_013873655.1
Bacteria,GCF_013873945.1
Bacteria,GCF_014117285.1
Bacteria,GCF_014771415.1
Bacteria,GCF_015137995.1
Bacteria,GCF_015238615.1
Bacteria,GCF_015535055.1
Bacteria,GCF_015910205.1
Bacteria,GCF_015910245.1
Bacteria,GCF_015910265.1
Bacteria,GCF_015910285.1
Bacteria,GCF_015910325.1
Bacteria,GCF_015910345.1
Bacteria,GCF_015910365.1
Bacteria,GCF_015910385.1
Bacteria,GCF_016126855.1
Bacteria,GCF_016725825.1
Bacteria,GCF_016745355.1
Bacteria,GCF_016767735.1
Bacteria,GCF_016767755.1
Bacteria,GCF_016864035.1
Bacteria,GCF_016864135.1
Bacteria,GCF_016864155.1
Bacteria,GCF_016939555.1
Bacteria,GCF_017161605.1
Bacteria,GCF_017161725.1
Bacteria,GCF_017161745.1
Bacteria,GCF_017161765.1
Bacteria,GCF_017161785.1
Bacteria,GCF_017161805.1
Bacteria,GCF_017161825.1
Bacteria,GCF_017161845.1
Bacteria,GCF_017161865.1
Bacteria,GCF_017310485.1
Bacteria,GCF_018255815.1
Bacteria,GCF_019047945.1
Bacteria,GCF_019048245.1
Bacteria,GCF_019048625.1
Bacteria,GCF_019356035.1
Bacteria,GCF_019458525.1
Bacteria,GCF_020695365.1
Bacteria,GCF_020695485.1
Bacteria,GCF_020695585.1
Bacteria,GCF_020695605.1
Bacteria,GCF_020695685.1
Bacteria,GCF_020695705.1
Bacteria,GCF_020695725.1
Bacteria,GCF_021397695.1
Bacteria,GCF_021398115.1
Bacteria,GCF_021491615.1
Bacteria,GCF_021491635.1
Bacteria,GCF_021496135.1
Bacteria,GCF_021497625.1
Bacteria,GCF_022023895.1
Bacteria,GCF_022023915.1
Bacteria,GCF_022023955.1
Bacteria,GCF_023375605.1
Bacteria,GCF_023547225.1
Bacteria,GCF_023547485.1
Bacteria,GCF_023612875.1
Bacteria,GCF_023734795.1
Bacteria,GCF_023734815.1
Bacteria,GCF_023734835.1
Bacteria,GCF_023734855.1
Bacteria,GCF_023734875.1
Bacteria,GCF_023734895.1
Bacteria,GCF_023734915.1
Bacteria,GCF_023734935.1
Bacteria,GCF_023734955.1
Bacteria,GCF_023734975.1
Bacteria,GCF_023734995.1
Bacteria,GCF_023735015.1
Bacteria,GCF_023735035.1
Bacteria,GCF_023735055.1
Bacteria,GCF_023735075.1
Bacteria,GCF_023735155.1
Bacteria,GCF_023735195.1
Bacteria,GCF_023735215.1
Bacteria,GCF_023735235.1
Bacteria,GCF_023735255.1
Bacteria,GCF_023735275.1
Bacteria,GCF_023735295.1
Bacteria,GCF_023735315.1
Bacteria,GCF_023735335.1
Bacteria,GCF_023735355.1
Bacteria,GCF_023735375.1
Bacteria,GCF_023735395.1
Bacteria,GCF_023735435.1
Bacteria,GCF_023735475.1
Bacteria,GCF_023735495.1
Bacteria,GCF_023735515.1
Bacteria,GCF_023735535.1
Bacteria,GCF_023735615.1
Bacteria,GCF_023735695.1
Bacteria,GCF_023735715.1
Bacteria,GCF_023735735.1
Bacteria,GCF_023735755.1
Bacteria,GCF_023735775.1
Bacteria,GCF_023735795.1
Bacteria,GCF_023735815.1
Bacteria,GCF_023735835.1
Bacteria,GCF_023735855.1
Bacteria,GCF_023735875.1
Bacteria,GCF_023735895.1
Bacteria,GCF_023735915.1
Bacteria,GCF_023735935.1
Bacteria,GCF_023735955.1
Bacteria,GCF_023735975.1
Bacteria,GCF_023735995.1
Bacteria,GCF_023736015.1
Bacteria,GCF_023805415.1
Bacteria,GCF_023897035.1
Bacteria,GCF_024182005.1
Bacteria,GCF_024182025.1
Bacteria,GCF_900497145.1
Bacteria,GCF_900635705.1
Bacteria,GCF_900478135.1
Bacteria,GCF_902386615.1
Bacteria,GCF_900187035.1
Bacteria,GCF_022591735.1
Bacteria,GCF_022591895.1
Bacteria,GCF_022592015.1
Bacteria,GCF_022592275.1
Bacteria,GCF_022592395.1
Bacteria,GCF_900635875.1
Bacteria,GCF_900637755.1
Bacteria,GCF_012109195.1
Bacteria,GCF_000009665.1
Bacteria,GCF_000009645.1
Bacteria,GCF_001584145.1
Bacteria,GCF_003343305.1
Bacteria,GCF_000007565.2
Bacteria,GCF_000006785.2
Bacteria,GCF_000009385.1
Bacteria,GCF_000006725.1
Bacteria,GCF_005145045.1
Bacteria,GCF_019355895.1
Bacteria,GCF_017607425.1
Bacteria,GCF_000758665.1
Bacteria,GCF_016250455.1
Bacteria,GCF_014076495.1
Bacteria,GCF_018459925.1
Bacteria,GCF_001444405.1
Bacteria,GCF_016889365.1
Bacteria,GCF_016889405.1
Bacteria,GCF_001941565.1
Bacteria,GCF_000766885.2
Bacteria,GCF_000980815.1
Bacteria,GCF_000833575.1
Bacteria,GCF_001465255.1
Bacteria,GCF_002843965.1
Bacteria,GCF_013282805.1
Bacteria,GCF_014725695.1
Bacteria,GCF_014725715.1
Bacteria,GCF_016919305.1
Bacteria,GCF_006094275.1
Bacteria,GCF_000008025.1
Bacteria,GCF_016584325.1
Bacteria,GCF_016584355.1
Bacteria,GCF_016584375.1
Bacteria,GCF_016584405.1
Bacteria,GCF_016584425.1
Bacteria,GCF_001705075.2
Bacteria,GCF_024134545.1
Bacteria,GCF_002224365.1
Bacteria,GCF_003226695.1
Bacteria,GCF_003226715.1
Bacteria,GCF_003226735.1
Bacteria,GCF_003226755.1
Bacteria,GCF_003226775.1
Bacteria,GCF_003226795.1
Bacteria,GCF_003226815.1
Bacteria,GCF_003226835.1
Bacteria,GCF_003226875.1
Bacteria,GCF_003268615.1
Bacteria,GCF_022406855.1
Bacteria,GCF_017309955.1
Bacteria,GCF_002214645.1
Bacteria,GCF_002950695.1
Bacteria,GCF_014672875.1
Bacteria,GCF_016451985.1
Bacteria,GCF_014304815.1
Bacteria,GCF_000161795.2
Bacteria,GCF_000026085.1
Bacteria,GCF_000007925.1
Bacteria,GCF_000015665.1
Bacteria,GCF_000015965.1
Bacteria,GCF_000015685.1
Bacteria,GCF_000012325.1
Bacteria,GCF_002215055.1
Bacteria,GCF_902386745.1
Bacteria,GCF_900149875.1
Bacteria,GCF_900149915.1
Bacteria,GCF_007990655.1
Bacteria,GCF_016728685.1
Bacteria,GCF_016728705.1
Bacteria,GCF_001931755.2
Bacteria,GCF_003330825.1
Bacteria,GCF_002902965.1
Bacteria,GCF_003330805.1
Bacteria,GCF_023008305.1
Bacteria,GCF_014705945.2
Bacteria,GCF_024584605.1
Bacteria,GCF_002003285.1
Bacteria,GCF_002003325.1
Bacteria,GCF_002003365.1
Bacteria,GCF_002003385.1
Bacteria,GCF_000758685.1
Bacteria,GCF_010731535.1
Bacteria,GCF_000196035.1
Bacteria,GCF_009866885.1
Bacteria,GCF_000006885.1
Bacteria,GCF_024089335.1
Bacteria,GCF_002208805.2
Bacteria,GCF_016127935.1
Bacteria,GCF_019339365.1
Bacteria,GCF_001995825.2
Bacteria,GCF_021391375.1
Bacteria,GCF_004022545.1
Bacteria,GCF_000007045.1
Bacteria,GCF_003285065.1
Bacteria,GCF_900660655.1
Bacteria,GCF_024498235.1
Bacteria,GCF_900660645.1
Bacteria,GCF_900660675.1
Bacteria,GCF_900660545.1
Bacteria,GCF_900660605.1
Bacteria,GCF_018604145.1
Bacteria,GCF_019090985.1
Bacteria,GCF_009938015.1
Bacteria,GCF_016726365.1
Bacteria,GCF_019334745.1
Bacteria,GCF_900637985.1
Bacteria,GCF_019395145.1
Bacteria,GCF_019395165.1
Bacteria,GCF_000955665.1
Bacteria,GCF_002557775.1
Bacteria,GCF_009938095.1
Bacteria,GCF_021431905.1
Bacteria,GCF_002240415.1
Bacteria,GCF_013394225.1
Bacteria,GCF_003855495.1
Bacteria,GCF_009685175.1
Bacteria,GCF_013394065.1
Bacteria,GCF_020535165.1
Bacteria,GCF_011066545.1
Bacteria,GCF_900232105.1
Bacteria,GCF_003668795.1
Bacteria,GCF_000011925.1
Bacteria,GCF_000007645.1
Bacteria,GCF_008033155.1
Bacteria,GCF_000092025.1
Bacteria,GCF_000008985.1
Bacteria,GCF_000833535.1
Bacteria,GCF_000020365.1
Bacteria,GCF_000025945.1
Bacteria,GCF_013372285.1
Bacteria,GCF_003047205.1
Bacteria,GCF_000317475.1
Bacteria,GCF_012530715.1
Bacteria,GCF_016592015.1
Bacteria,GCF_016458805.1
Bacteria,GCF_017514945.1
Bacteria,GCF_001753225.1
Bacteria,GCF_009362995.1
Bacteria,GCF_903815225.1
Bacteria,GCF_006094455.1
Bacteria,GCF_011465095.1
Bacteria,GCF_018802405.1
Bacteria,GCF_018802425.1
Bacteria,GCF_018802445.1
Bacteria,GCF_018802465.1
Bacteria,GCF_018802485.1
Bacteria,GCF_018802505.1
Bacteria,GCF_018802525.1
Bacteria,GCF_018802545.1
Bacteria,GCF_018802565.1
Bacteria,GCF_018802585.1
Bacteria,GCF_001183785.1
Bacteria,GCF_001932635.1
Bacteria,GCF_002068115.1
Bacteria,GCF_002764035.1
Bacteria,GCF_003990515.2
Bacteria,GCF_009873295.1
Bacteria,GCF_016864975.1
Bacteria,GCF_016944235.1
Bacteria,GCF_016944255.1
Bacteria,GCF_016944275.1
Bacteria,GCF_016944295.1
Bacteria,GCF_016944315.1
Bacteria,GCF_016944435.1
Bacteria,GCF_016944555.1
Bacteria,GCF_016944595.1
Bacteria,GCF_016944615.1
Bacteria,GCF_020423105.1
Bacteria,GCF_020683105.1
Bacteria,GCF_022220705.1
Bacteria,GCF_000007205.1
Bacteria,GCF_000259255.1
Bacteria,GCF_019670105.1
Bacteria,GCF_008728215.1
Bacteria,GCF_002285495.1
Bacteria,GCF_000007245.1
Bacteria,GCF_004116975.1
Bacteria,GCF_023559145.1
Bacteria,GCF_009818265.1
Bacteria,GCF_023167545.1
Bacteria,GCF_012524235.2
Bacteria,GCF_004104415.1
Bacteria,GCF_008935055.1
Bacteria,GCF_001858005.1
Bacteria,GCF_018336415.1
Bacteria,GCF_010730575.1
Bacteria,GCF_023935825.1
Bacteria,GCF_000007285.1
Bacteria,GCF_020714625.1
Bacteria,GCF_000973085.1
Bacteria,GCF_000014785.1
Bacteria,GCF_000304315.1
Bacteria,GCF_001932055.2
Bacteria,GCF_001999245.1
Bacteria,GCF_020882585.1
Bacteria,GCF_020882605.1
Bacteria,GCF_020882625.1
Bacteria,GCF_020882645.1
Bacteria,GCF_000006645.1
Bacteria,GCF_001702215.1
Bacteria,GCF_001702235.1
Bacteria,GCF_002287505.1
Bacteria,GCF_001932535.1
Bacteria,GCF_003428925.1
Bacteria,GCF_016803985.1
Bacteria,GCF_022430525.1
Bacteria,GCF_001590605.1
Bacteria,GCF_008727635.1
Bacteria,GCF_009806575.1
Bacteria,GCF_022170785.1
Bacteria,GCF_023824015.1
Bacteria,GCF_000147095.1
Bacteria,GCF_000758705.1
Bacteria,GCF_000758725.1
Bacteria,GCF_003255855.1
